,,amplifications,neutral,deletions,average
TAF5L,ENSG00000135801.9,5.0,102.0,3.0,0.019325754545454547
TAF6,ENSG00000106290.14,15.0,93.0,2.0,0.10660907272727274
TAF6L,ENSG00000162227.7,0.0,109.0,1.0,0.008053454545454546
TAF7,ENSG00000178913.7,37.0,73.0,0.0,0.19952186363636354
TAF7L,ENSG00000102387.15,2.0,101.0,7.0,-0.00020999090909090557
TAF8,ENSG00000137413.15,0.0,98.0,12.0,-0.05268438181818181
TAF9,ENSG00000273841.4,11.0,97.0,2.0,0.08069092727272727
TAF9B,ENSG00000187325.4,3.0,100.0,7.0,-0.001461690909090905
TAGAP,ENSG00000164691.16,0.0,88.0,22.0,-0.09681285454545457
TAGLN,ENSG00000149591.16,0.0,105.0,5.0,-0.00546772727272727
TAGLN2,ENSG00000158710.14,3.0,104.0,3.0,0.01465816363636363
TAGLN3,ENSG00000144834.13,0.0,84.0,26.0,-0.06702468181818182
TAL1,ENSG00000162367.11,0.0,106.0,4.0,-0.013741590909090917
TAL2,ENSG00000186051.6,0.0,92.0,18.0,-0.06707235454545456
TALDO1,ENSG00000177156.10,0.0,109.0,1.0,0.008940654545454545
TAMM41,ENSG00000144559.10,0.0,23.0,87.0,-0.32025498181818185
TANC1,ENSG00000115183.14,7.0,101.0,2.0,0.0479244909090909
TANC2,ENSG00000170921.15,2.0,105.0,3.0,0.009234254545454542
TANGO2,ENSG00000183597.15,1.0,106.0,3.0,0.005214345454545454
TANGO6,ENSG00000103047.7,9.0,99.0,2.0,0.06644604545454547
TANK,ENSG00000136560.13,8.0,100.0,2.0,0.0489542909090909
TAOK1,ENSG00000160551.11,0.0,108.0,2.0,0.0014967909090909093
TAOK2,ENSG00000149930.17,8.0,102.0,0.0,0.07708781818181819
TAOK3,ENSG00000135090.13,6.0,104.0,0.0,0.05964804545454545
TAP1,ENSG00000168394.10,0.0,99.0,11.0,-0.05087848181818182
TAP2,ENSG00000204267.13,0.0,99.0,11.0,-0.05087848181818182
TAPBP,ENSG00000231925.11,0.0,99.0,11.0,-0.050860981818181814
TAPBPL,ENSG00000139192.11,6.0,104.0,0.0,0.05714212727272727
TAPT1,ENSG00000169762.16,1.0,102.0,7.0,-0.019781327272727287
TARBP1,ENSG00000059588.9,5.0,102.0,3.0,0.017565499999999998
TARBP2,ENSG00000139546.10,6.0,104.0,0.0,0.060286845454545455
TARDBP,ENSG00000120948.16,0.0,102.0,8.0,-0.028786009090909094
TARM1,ENSG00000248385.7,0.0,110.0,0.0,0.020080918181818185
TARS,ENSG00000113407.13,10.0,98.0,2.0,0.08026073636363637
TARS2,ENSG00000143374.16,3.0,104.0,3.0,0.015854790909090907
TARSL2,ENSG00000185418.15,0.0,104.0,6.0,-0.017837281818181817
TAS1R1,ENSG00000173662.20,0.0,102.0,8.0,-0.03189123636363636
TAS1R2,ENSG00000179002.5,0.0,102.0,8.0,-0.030007936363636366
TAS1R3,ENSG00000169962.4,0.0,103.0,7.0,-0.029276081818181816
TAS2R1,ENSG00000169777.6,10.0,98.0,2.0,0.07959987272727273
TAS2R10,ENSG00000121318.2,6.0,104.0,0.0,0.057836863636363645
TAS2R13,ENSG00000212128.2,6.0,104.0,0.0,0.057836863636363645
TAS2R14,ENSG00000212127.5,6.0,104.0,0.0,0.057836863636363645
TAS2R16,ENSG00000128519.3,15.0,93.0,2.0,0.09723132727272729
TAS2R19,ENSG00000212124.2,6.0,104.0,0.0,0.057836863636363645
TAS2R20,ENSG00000255837.1,6.0,104.0,0.0,0.057836863636363645
TAS2R3,ENSG00000127362.2,15.0,93.0,2.0,0.09574343636363637
TAS2R30,ENSG00000256188.3,6.0,104.0,0.0,0.057823281818181825
TAS2R31,ENSG00000256436.1,6.0,104.0,0.0,0.059163563636363645
TAS2R38,ENSG00000257138.1,16.0,92.0,2.0,0.09865468181818182
TAS2R39,ENSG00000236398.2,14.0,94.0,2.0,0.08948392727272723
TAS2R4,ENSG00000127364.3,15.0,93.0,2.0,0.09574343636363637
TAS2R40,ENSG00000221937.4,16.0,92.0,2.0,0.09679644545454541
TAS2R41,ENSG00000221855.1,16.0,92.0,2.0,0.09679644545454541
TAS2R42,ENSG00000186136.1,6.0,104.0,0.0,0.057823281818181825
TAS2R43,ENSG00000255374.3,6.0,104.0,0.0,0.059163563636363645
TAS2R46,ENSG00000226761.3,6.0,104.0,0.0,0.059163563636363645
TAS2R5,ENSG00000127366.5,15.0,93.0,2.0,0.09574343636363637
TAS2R50,ENSG00000212126.3,6.0,104.0,0.0,0.057836863636363645
TAS2R60,ENSG00000185899.1,16.0,92.0,2.0,0.09679644545454541
TAS2R7,ENSG00000121377.2,6.0,104.0,0.0,0.057836863636363645
TAS2R8,ENSG00000121314.2,6.0,104.0,0.0,0.057836863636363645
TAS2R9,ENSG00000121381.4,6.0,104.0,0.0,0.057836863636363645
TASP1,ENSG00000089123.15,3.0,105.0,2.0,0.039690363636363635
TAT,ENSG00000198650.10,9.0,99.0,2.0,0.06656661818181821
TATDN1,ENSG00000147687.18,4.0,100.0,6.0,0.01800364545454545
TATDN2,ENSG00000157014.10,0.0,23.0,87.0,-0.32053992727272734
TATDN3,ENSG00000203705.10,5.0,103.0,2.0,0.0227712090909091
TAX1BP1,ENSG00000106052.13,14.0,94.0,2.0,0.1023008
TAX1BP3,ENSG00000213977.7,0.0,105.0,5.0,-0.01990676363636363
TAZ,ENSG00000102125.15,3.0,100.0,7.0,0.004492636363636368
TBATA,ENSG00000166220.12,0.0,99.0,11.0,-0.03528541818181817
TBC1D1,ENSG00000065882.15,0.0,103.0,7.0,-0.022785445454545455
TBC1D10A,ENSG00000099992.15,1.0,106.0,3.0,0.004408427272727274
TBC1D10B,ENSG00000169221.13,8.0,102.0,0.0,0.07704834545454546
TBC1D10C,ENSG00000175463.11,0.0,109.0,1.0,0.006337154545454547
TBC1D12,ENSG00000108239.8,0.0,99.0,11.0,-0.036385227272727264
TBC1D13,ENSG00000107021.15,0.0,92.0,18.0,-0.06812657272727272
TBC1D14,ENSG00000132405.18,2.0,100.0,8.0,-0.021393245454545455
TBC1D15,ENSG00000121749.15,6.0,104.0,0.0,0.06314284545454543
TBC1D16,ENSG00000167291.15,2.0,106.0,2.0,0.010272072727272728
TBC1D17,ENSG00000104946.12,0.0,110.0,0.0,0.020234400000000003
TBC1D19,ENSG00000109680.10,0.0,103.0,7.0,-0.022283736363636373
TBC1D2,ENSG00000095383.19,0.0,92.0,18.0,-0.06717181818181818
TBC1D20,ENSG00000125875.13,3.0,105.0,2.0,0.038953327272727274
TBC1D21,ENSG00000167139.8,0.0,105.0,5.0,-0.01173399090909091
TBC1D22A,ENSG00000054611.13,2.0,105.0,3.0,0.007158063636363634
TBC1D22B,ENSG00000065491.8,0.0,98.0,12.0,-0.05292201818181817
TBC1D23,ENSG00000036054.12,0.0,80.0,30.0,-0.08260959090909091
TBC1D24,ENSG00000162065.12,8.0,102.0,0.0,0.07706532727272727
TBC1D25,ENSG00000068354.15,2.0,101.0,7.0,-0.0014951000000000038
TBC1D26,ENSG00000214946.14,0.0,105.0,5.0,-0.022413454545454535
TBC1D28,ENSG00000189375.10,0.0,105.0,5.0,-0.019918845454545447
TBC1D29,ENSG00000266733.5,0.0,108.0,2.0,0.0013380000000000002
TBC1D2B,ENSG00000167202.11,0.0,105.0,5.0,-0.011684127272727274
TBC1D3,ENSG00000274611.3,0.0,107.0,3.0,-0.002321690909090908
TBC1D30,ENSG00000111490.12,6.0,104.0,0.0,0.06082690909090908
TBC1D31,ENSG00000156787.16,4.0,99.0,7.0,0.014404627272727268
TBC1D32,ENSG00000146350.13,0.0,91.0,19.0,-0.08186795454545458
TBC1D3B,ENSG00000274808.5,0.0,108.0,2.0,0.004222254545454545
TBC1D3C,ENSG00000278299.5,0.0,107.0,3.0,-0.0035024636363636327
TBC1D3D,ENSG00000274419.6,0.0,107.0,3.0,-0.0035024636363636327
TBC1D3E,ENSG00000278599.5,0.0,107.0,3.0,-0.0017000999999999974
TBC1D3F,ENSG00000275954.5,0.0,106.0,4.0,0.001773781818181817
TBC1D3G,ENSG00000260287.4,0.0,106.0,4.0,-0.0013792181818181794
TBC1D3H,ENSG00000274226.5,0.0,106.0,4.0,-0.0037270454545454525
TBC1D3I,ENSG00000274933.5,0.0,106.0,4.0,-0.0013792181818181794
TBC1D3K,ENSG00000273513.1,0.0,107.0,3.0,-0.001877909090909091
TBC1D3L,ENSG00000274512.5,0.0,107.0,3.0,-0.0035024636363636327
TBC1D4,ENSG00000136111.12,0.0,100.0,10.0,-0.014937681818181813
TBC1D5,ENSG00000131374.14,0.0,23.0,87.0,-0.32009878181818185
TBC1D7,ENSG00000145979.17,0.0,99.0,11.0,-0.0513572090909091
TBC1D8,ENSG00000204634.12,3.0,105.0,2.0,0.032324590909090914
TBC1D8B,ENSG00000133138.19,2.0,101.0,7.0,0.00043142727272727356
TBC1D9,ENSG00000109436.7,0.0,101.0,9.0,-0.031504563636363614
TBC1D9B,ENSG00000197226.12,38.0,72.0,0.0,0.20238532727272723
TBCA,ENSG00000171530.13,13.0,95.0,2.0,0.08429265454545454
TBCB,ENSG00000105254.11,0.0,109.0,1.0,0.015336709090909091
TBCC,ENSG00000124659.6,0.0,98.0,12.0,-0.0526940090909091
TBCCD1,ENSG00000113838.12,5.0,94.0,11.0,0.007110599999999998
TBCD,ENSG00000141556.20,2.0,106.0,2.0,0.009886681818181815
TBCE,ENSG00000116957.12,5.0,102.0,3.0,0.016456845454545458
TBCEL,ENSG00000154114.12,0.0,106.0,4.0,-0.003058518181818182
TBCK,ENSG00000145348.16,0.0,101.0,9.0,-0.03025036363636362
TBK1,ENSG00000183735.9,6.0,104.0,0.0,0.06082690909090908
TBKBP1,ENSG00000198933.9,1.0,107.0,2.0,0.006529599999999994
TBL1X,ENSG00000101849.15,2.0,101.0,7.0,0.0011615090909090878
TBL1XR1,ENSG00000177565.16,4.0,95.0,11.0,0.007229481818181818
TBL1Y,ENSG00000092377.13,3.0,68.0,39.0,-0.3551340818181816
TBL2,ENSG00000106638.15,17.0,91.0,2.0,0.11138960909090913
TBL3,ENSG00000183751.14,8.0,102.0,0.0,0.07706532727272727
TBP,ENSG00000112592.13,0.0,88.0,22.0,-0.09370338181818187
TBPL1,ENSG00000028839.9,0.0,90.0,20.0,-0.08850495454545461
TBPL2,ENSG00000182521.5,0.0,75.0,35.0,-0.12496235454545453
TBR1,ENSG00000136535.14,7.0,101.0,2.0,0.04794017272727272
TBRG1,ENSG00000154144.12,0.0,106.0,4.0,-0.0030394909090909095
TBRG4,ENSG00000136270.13,15.0,93.0,2.0,0.10835832727272729
TBX1,ENSG00000184058.12,1.0,106.0,3.0,0.003638054545454545
TBX10,ENSG00000167800.9,0.0,109.0,1.0,0.006458254545454547
TBX15,ENSG00000092607.13,0.0,106.0,4.0,-0.008381300000000003
TBX18,ENSG00000112837.16,0.0,93.0,17.0,-0.07372984545454546
TBX19,ENSG00000143178.12,3.0,104.0,3.0,0.014789627272727267
TBX2,ENSG00000121068.13,2.0,106.0,2.0,0.011177036363636367
TBX20,ENSG00000164532.10,15.0,93.0,2.0,0.10555247272727272
TBX21,ENSG00000073861.2,1.0,107.0,2.0,0.006529599999999994
TBX22,ENSG00000122145.14,3.0,100.0,7.0,-0.000918281818181815
TBX3,ENSG00000135111.15,6.0,104.0,0.0,0.059775290909090895
TBX4,ENSG00000121075.9,2.0,106.0,2.0,0.011177036363636367
TBX5,ENSG00000089225.19,6.0,104.0,0.0,0.059775290909090895
TBX6,ENSG00000149922.10,8.0,102.0,0.0,0.07708781818181819
TBXA2R,ENSG00000006638.11,0.0,108.0,2.0,0.00845797272727273
TBXAS1,ENSG00000059377.16,15.0,93.0,2.0,0.0957323090909091
TC2N,ENSG00000165929.12,0.0,70.0,40.0,-0.14035939090909086
TCAF1,ENSG00000198420.9,16.0,92.0,2.0,0.09670309999999996
TCAF2,ENSG00000170379.19,15.0,93.0,2.0,0.09556079999999996
TCAIM,ENSG00000179152.19,0.0,22.0,88.0,-0.3230604727272726
TCAP,ENSG00000173991.5,0.0,108.0,2.0,0.0026824636363636345
TCEA1,ENSG00000187735.13,4.0,93.0,13.0,-0.012991590909090907
TCEA2,ENSG00000171703.16,3.0,107.0,0.0,0.059330490909090886
TCEA3,ENSG00000204219.9,0.0,101.0,9.0,-0.033729690909090906
TCEAL1,ENSG00000172465.13,2.0,101.0,7.0,0.0002277454545454573
TCEAL2,ENSG00000184905.8,2.0,101.0,7.0,-0.00020999090909090557
TCEAL3,ENSG00000196507.10,2.0,101.0,7.0,0.0002277454545454573
TCEAL4,ENSG00000133142.17,2.0,101.0,7.0,0.0002277454545454573
TCEAL5,ENSG00000204065.2,2.0,101.0,7.0,0.00011526363636363942
TCEAL6,ENSG00000204071.10,2.0,101.0,7.0,-0.00020999090909090557
TCEAL7,ENSG00000182916.7,2.0,101.0,7.0,0.00011526363636363942
TCEAL8,ENSG00000180964.16,2.0,101.0,7.0,0.00011526363636363942
TCEAL9,ENSG00000185222.8,2.0,101.0,7.0,0.00011526363636363942
TCEANC,ENSG00000176896.8,2.0,101.0,7.0,0.001130327272727271
TCEANC2,ENSG00000116205.12,0.0,106.0,4.0,-0.013981763636363645
TCERG1,ENSG00000113649.11,37.0,73.0,0.0,0.19954808181818173
TCERG1L,ENSG00000176769.9,0.0,97.0,13.0,-0.04454105454545454
TCF12,ENSG00000140262.17,0.0,105.0,5.0,-0.011495472727272728
TCF15,ENSG00000125878.6,3.0,105.0,2.0,0.038953327272727274
TCF19,ENSG00000137310.11,0.0,99.0,11.0,-0.05120654545454547
TCF20,ENSG00000100207.18,2.0,105.0,3.0,0.0076509909090909075
TCF21,ENSG00000118526.6,0.0,90.0,20.0,-0.08850495454545461
TCF23,ENSG00000163792.6,3.0,105.0,2.0,0.03129782727272727
TCF24,ENSG00000261787.1,4.0,96.0,10.0,0.005482236363636355
TCF25,ENSG00000141002.19,8.0,99.0,3.0,0.06177571818181819
TCF3,ENSG00000071564.14,0.0,108.0,2.0,0.008334972727272731
TCF4,ENSG00000196628.15,0.0,96.0,14.0,-0.046531045454545436
TCF7,ENSG00000081059.19,37.0,72.0,1.0,0.19205226363636352
TCF7L1,ENSG00000152284.4,3.0,105.0,2.0,0.031123400000000002
TCF7L2,ENSG00000148737.16,0.0,98.0,12.0,-0.03980607272727271
TCFL5,ENSG00000101190.12,3.0,107.0,0.0,0.059591590909090886
TCHH,ENSG00000159450.12,3.0,104.0,3.0,0.014250772727272727
TCHHL1,ENSG00000182898.3,3.0,104.0,3.0,0.014250772727272727
TCHP,ENSG00000139437.17,6.0,104.0,0.0,0.05969479090909089
TCIRG1,ENSG00000110719.9,0.0,109.0,1.0,0.006330027272727276
TCL1A,ENSG00000100721.10,0.0,71.0,39.0,-0.137626409090909
TCL1B,ENSG00000213231.12,0.0,71.0,39.0,-0.137626409090909
TCN1,ENSG00000134827.7,0.0,109.0,1.0,0.006991945454545457
TCN2,ENSG00000185339.8,1.0,106.0,3.0,0.004408427272727274
TCOF1,ENSG00000070814.17,38.0,72.0,0.0,0.20331904545454535
TCP1,ENSG00000120438.11,0.0,88.0,22.0,-0.09681285454545457
TCP10,ENSG00000203690.11,0.0,88.0,22.0,-0.0952788363636364
TCP10L,ENSG00000242220.6,3.0,105.0,2.0,0.014016590909090907
TCP10L2,ENSG00000166984.11,0.0,88.0,22.0,-0.0952788363636364
TCP11,ENSG00000124678.17,0.0,98.0,12.0,-0.05294010909090909
TCP11L1,ENSG00000176148.15,0.0,108.0,2.0,0.0052761
TCP11L2,ENSG00000166046.10,6.0,104.0,0.0,0.05993836363636363
TCP11X2,ENSG00000215029.8,2.0,101.0,7.0,-0.00020999090909090557
TCTA,ENSG00000145022.4,0.0,21.0,89.0,-0.33252963636363636
TCTE1,ENSG00000146221.9,0.0,98.0,12.0,-0.05268955454545454
TCTE3,ENSG00000184786.5,0.0,88.0,22.0,-0.0960406363636364
TCTEX1D1,ENSG00000152760.9,0.0,106.0,4.0,-0.01255911818181819
TCTEX1D2,ENSG00000213123.10,5.0,94.0,11.0,0.005078718181818184
TCTEX1D4,ENSG00000188396.3,0.0,106.0,4.0,-0.013741590909090917
TCTN1,ENSG00000204852.15,6.0,104.0,0.0,0.05969479090909089
TCTN2,ENSG00000168778.11,6.0,104.0,0.0,0.059711318181818164
TCTN3,ENSG00000119977.20,0.0,99.0,11.0,-0.036385227272727264
TDG,ENSG00000139372.14,6.0,103.0,1.0,0.05706158181818182
TDGF1,ENSG00000241186.9,0.0,21.0,89.0,-0.32779930909090904
TDO2,ENSG00000151790.8,1.0,96.0,13.0,-0.04792990909090907
TDP1,ENSG00000042088.13,0.0,71.0,39.0,-0.13492924545454538
TDP2,ENSG00000111802.13,0.0,99.0,11.0,-0.0514064090909091
TDRD1,ENSG00000095627.9,0.0,98.0,12.0,-0.03985658181818181
TDRD10,ENSG00000163239.12,3.0,104.0,3.0,0.014429636363636361
TDRD12,ENSG00000173809.17,0.0,110.0,0.0,0.02056940909090909
TDRD15,ENSG00000218819.4,3.0,105.0,2.0,0.03156038181818181
TDRD3,ENSG00000083544.13,0.0,98.0,12.0,-0.02819672727272727
TDRD5,ENSG00000162782.15,5.0,103.0,2.0,0.025034390909090928
TDRD6,ENSG00000180113.15,0.0,98.0,12.0,-0.05268955454545454
TDRD7,ENSG00000196116.7,0.0,92.0,18.0,-0.06747144545454546
TDRD9,ENSG00000156414.18,0.0,73.0,37.0,-0.131043809090909
TDRKH,ENSG00000182134.15,3.0,104.0,3.0,0.014250772727272727
TDRP,ENSG00000180190.11,0.0,88.0,22.0,-0.08666329090909092
TEAD1,ENSG00000187079.16,0.0,108.0,2.0,0.008938409090909089
TEAD2,ENSG00000074219.13,0.0,110.0,0.0,0.020234400000000003
TEAD3,ENSG00000007866.19,0.0,98.0,12.0,-0.05294010909090909
TEAD4,ENSG00000197905.8,6.0,104.0,0.0,0.05593095454545455
TEC,ENSG00000135605.12,0.0,103.0,7.0,-0.023316327272727273
TECPR1,ENSG00000205356.9,15.0,93.0,2.0,0.10665982727272728
TECPR2,ENSG00000196663.15,0.0,72.0,38.0,-0.13302677272727265
TECR,ENSG00000099797.13,0.0,109.0,1.0,0.014582645454545457
TECRL,ENSG00000205678.7,0.0,102.0,8.0,-0.02516114545454545
TECTA,ENSG00000109927.9,0.0,106.0,4.0,-0.003058518181818182
TECTB,ENSG00000119913.4,0.0,98.0,12.0,-0.03980607272727271
TEDDM1,ENSG00000203730.2,4.0,104.0,2.0,0.022150972727272747
TEF,ENSG00000167074.14,2.0,105.0,3.0,0.009821654545454547
TEFM,ENSG00000172171.10,0.0,108.0,2.0,0.0024638999999999998
TEK,ENSG00000120156.20,0.0,92.0,18.0,-0.06484762727272726
TEKT1,ENSG00000167858.12,0.0,105.0,5.0,-0.01864329999999999
TEKT2,ENSG00000092850.11,0.0,106.0,4.0,-0.014250845454545465
TEKT3,ENSG00000125409.12,0.0,105.0,5.0,-0.020017627272727267
TEKT4,ENSG00000163060.7,3.0,105.0,2.0,0.032216009090909103
TEKT5,ENSG00000153060.7,8.0,102.0,0.0,0.07819947272727272
TELO2,ENSG00000100726.14,8.0,102.0,0.0,0.07801717272727271
TEN1,ENSG00000257949.6,2.0,106.0,2.0,0.012868418181818182
TENM1,ENSG00000009694.13,2.0,101.0,7.0,0.0006978181818181815
TENM2,ENSG00000145934.16,39.0,71.0,0.0,0.2051657181818181
TENM3,ENSG00000218336.8,1.0,95.0,14.0,-0.05289260909090909
TENM4,ENSG00000149256.15,0.0,106.0,4.0,-0.0024709727272727274
TEP1,ENSG00000129566.12,0.0,82.0,28.0,-0.1006203454545454
TEPP,ENSG00000159648.11,9.0,100.0,1.0,0.07004646363636363
TEPSIN,ENSG00000167302.10,2.0,106.0,2.0,0.011301836363636367
TERB1,ENSG00000249961.9,9.0,99.0,2.0,0.06644604545454547
TERB2,ENSG00000167014.10,0.0,105.0,5.0,-0.011626172727272729
TERF1,ENSG00000147601.13,4.0,96.0,10.0,0.0032812727272727217
TERF2,ENSG00000132604.10,9.0,99.0,2.0,0.06644604545454547
TERF2IP,ENSG00000166848.5,9.0,99.0,2.0,0.06612516363636366
TERT,ENSG00000164362.18,11.0,96.0,3.0,0.08341410000000002
TES,ENSG00000135269.17,16.0,92.0,2.0,0.10055025454545456
TESC,ENSG00000088992.17,6.0,104.0,0.0,0.059775290909090895
TESK1,ENSG00000107140.15,0.0,94.0,16.0,-0.05757647272727271
TESK2,ENSG00000070759.16,0.0,106.0,4.0,-0.013741590909090917
TESMIN,ENSG00000132749.10,0.0,109.0,1.0,0.006330027272727276
TESPA1,ENSG00000135426.15,6.0,104.0,0.0,0.060803800000000005
TET1,ENSG00000138336.8,0.0,99.0,11.0,-0.03528541818181817
TET2,ENSG00000168769.13,0.0,100.0,10.0,-0.034762599999999984
TET3,ENSG00000187605.15,3.0,105.0,2.0,0.03285819090909091
TEX10,ENSG00000136891.13,0.0,92.0,18.0,-0.06717181818181818
TEX101,ENSG00000131126.18,0.0,110.0,0.0,0.020655090909090904
TEX11,ENSG00000120498.13,3.0,100.0,7.0,-0.0010060545454545421
TEX12,ENSG00000150783.9,0.0,105.0,5.0,-0.00546772727272727
TEX13A,ENSG00000268629.6,2.0,101.0,7.0,0.00043142727272727356
TEX13B,ENSG00000170925.3,2.0,101.0,7.0,0.002325490909090911
TEX13C,ENSG00000282815.1,2.0,101.0,7.0,0.0007200999999999996
TEX13D,ENSG00000282419.2,2.0,101.0,7.0,0.0007743181818181823
TEX14,ENSG00000121101.15,1.0,107.0,2.0,0.004434863636363633
TEX15,ENSG00000133863.7,0.0,85.0,25.0,-0.09376359090909091
TEX19,ENSG00000182459.4,2.0,106.0,2.0,0.009886681818181815
TEX2,ENSG00000136478.7,2.0,106.0,2.0,0.012198500000000001
TEX22,ENSG00000226174.6,0.0,73.0,37.0,-0.1319129363636363
TEX26,ENSG00000175664.9,0.0,99.0,11.0,-0.02852053636363637
TEX261,ENSG00000144043.11,3.0,105.0,2.0,0.03089814545454546
TEX264,ENSG00000164081.12,0.0,21.0,89.0,-0.3327073181818182
TEX28,ENSG00000278057.4,2.0,101.0,7.0,0.0033194999999999995
TEX29,ENSG00000153495.10,0.0,100.0,10.0,-0.02007468181818181
TEX30,ENSG00000151287.16,0.0,100.0,10.0,-0.019566809090909083
TEX33,ENSG00000185264.11,1.0,106.0,3.0,0.004289263636363635
TEX35,ENSG00000240021.9,4.0,104.0,2.0,0.022054863636363657
TEX36,ENSG00000175018.12,0.0,97.0,13.0,-0.04425878181818181
TEX37,ENSG00000172073.3,3.0,105.0,2.0,0.030114109090909093
TEX38,ENSG00000186118.8,0.0,106.0,4.0,-0.013741590909090917
TEX40,ENSG00000219435.5,0.0,109.0,1.0,0.006323863636363638
TEX43,ENSG00000196900.4,32.0,77.0,1.0,0.17735631818181805
TEX44,ENSG00000177673.3,3.0,98.0,9.0,-0.006238481818181815
TEX9,ENSG00000151575.14,0.0,105.0,5.0,-0.011495472727272728
TF,ENSG00000091513.14,1.0,96.0,13.0,-0.012233381818181815
TFAM,ENSG00000108064.10,0.0,100.0,10.0,-0.030916499999999993
TFAP2A,ENSG00000137203.10,0.0,99.0,11.0,-0.051338154545454553
TFAP2B,ENSG00000008196.12,0.0,98.0,12.0,-0.05265443636363637
TFAP2C,ENSG00000087510.6,3.0,107.0,0.0,0.05914841818181816
TFAP2D,ENSG00000008197.4,0.0,98.0,12.0,-0.05265443636363637
TFAP2E,ENSG00000116819.6,0.0,105.0,5.0,-0.018378899999999997
TFAP4,ENSG00000090447.11,8.0,102.0,0.0,0.07808803636363634
TFB1M,ENSG00000029639.10,0.0,88.0,22.0,-0.09681285454545457
TFB2M,ENSG00000162851.7,5.0,102.0,3.0,0.01871326363636364
TFCP2,ENSG00000135457.9,6.0,104.0,0.0,0.060286845454545455
TFCP2L1,ENSG00000115112.7,4.0,104.0,2.0,0.032739409090909104
TFDP1,ENSG00000198176.12,0.0,100.0,10.0,-0.021484281818181822
TFDP2,ENSG00000114126.17,2.0,96.0,12.0,-0.003374118181818181
TFDP3,ENSG00000183434.9,2.0,101.0,7.0,0.0008396909090909101
TFE3,ENSG00000068323.16,2.0,101.0,7.0,-0.0011746727272727308
TFEB,ENSG00000112561.17,0.0,98.0,12.0,-0.05268438181818181
TFEC,ENSG00000105967.15,16.0,92.0,2.0,0.10055025454545456
TFF1,ENSG00000160182.2,3.0,105.0,2.0,0.013575309090909088
TFF2,ENSG00000160181.8,3.0,105.0,2.0,0.013575309090909088
TFF3,ENSG00000160180.15,3.0,105.0,2.0,0.013575309090909088
TFG,ENSG00000114354.13,0.0,82.0,28.0,-0.07675427272727275
TFIP11,ENSG00000100109.16,1.0,106.0,3.0,0.004368081818181819
TFPI,ENSG00000003436.15,6.0,100.0,4.0,0.03496775454545455
TFPI2,ENSG00000105825.11,14.0,94.0,2.0,0.10042410000000004
TFPT,ENSG00000105619.13,0.0,110.0,0.0,0.020080918181818185
TFR2,ENSG00000106327.12,15.0,93.0,2.0,0.10660907272727274
TFRC,ENSG00000072274.12,5.0,94.0,11.0,0.005078718181818184
TG,ENSG00000042832.11,4.0,100.0,6.0,0.019545618181818183
TGDS,ENSG00000088451.10,0.0,101.0,9.0,-0.01475251818181818
TGFA,ENSG00000163235.15,3.0,105.0,2.0,0.03089814545454546
TGFB1,ENSG00000105329.9,0.0,110.0,0.0,0.020377209090909093
TGFB1I1,ENSG00000140682.18,8.0,102.0,0.0,0.07704834545454546
TGFB2,ENSG00000092969.11,5.0,103.0,2.0,0.022645554545454555
TGFB3,ENSG00000119699.7,0.0,71.0,39.0,-0.13868028181818176
TGFBI,ENSG00000120708.16,37.0,72.0,1.0,0.19400480909090903
TGFBR1,ENSG00000106799.12,0.0,92.0,18.0,-0.06717181818181818
TGFBR2,ENSG00000163513.17,0.0,22.0,88.0,-0.3229824999999999
TGFBR3,ENSG00000069702.10,0.0,104.0,6.0,-0.015317072727272736
TGFBR3L,ENSG00000260001.6,0.0,109.0,1.0,0.013780099999999998
TGFBRAP1,ENSG00000135966.12,3.0,105.0,2.0,0.03230374545454546
TGIF1,ENSG00000177426.20,0.0,97.0,13.0,-0.04487819090909094
TGIF2,ENSG00000118707.9,3.0,107.0,0.0,0.05691444545454544
TGIF2LX,ENSG00000153779.10,3.0,100.0,7.0,-0.0020396909090909052
TGIF2LY,ENSG00000176679.8,3.0,68.0,39.0,-0.3407807363636362
TGM1,ENSG00000092295.11,0.0,81.0,29.0,-0.10476251818181807
TGM2,ENSG00000198959.11,3.0,107.0,0.0,0.05691444545454544
TGM3,ENSG00000125780.11,3.0,105.0,2.0,0.03927113636363637
TGM4,ENSG00000163810.11,0.0,22.0,88.0,-0.32868109999999995
TGM5,ENSG00000104055.15,0.0,105.0,5.0,-0.011666909090909094
TGM6,ENSG00000166948.9,3.0,105.0,2.0,0.03927113636363637
TGM7,ENSG00000159495.7,0.0,105.0,5.0,-0.011666909090909094
TGOLN2,ENSG00000152291.13,3.0,105.0,2.0,0.031053845454545457
TGS1,ENSG00000137574.10,4.0,93.0,13.0,-0.010919718181818184
TH,ENSG00000180176.14,0.0,109.0,1.0,0.008994372727272723
THADA,ENSG00000115970.18,3.0,105.0,2.0,0.02841403636363636
THAP1,ENSG00000131931.8,1.0,89.0,20.0,-0.06930626363636366
THAP10,ENSG00000129028.8,0.0,105.0,5.0,-0.01173399090909091
THAP11,ENSG00000168286.2,9.0,99.0,2.0,0.06644604545454547
THAP12,ENSG00000137492.7,0.0,109.0,1.0,0.006224781818181821
THAP2,ENSG00000173451.6,6.0,104.0,0.0,0.06314284545454543
THAP3,ENSG00000041988.15,0.0,102.0,8.0,-0.03189123636363636
