	Name	Database_ID	chromosome	start_bp	end_bp	p_arm_max	arm
1734	C12orf45	ENSG00000151131.8	12	104986316	105074197	35500000	q
1735	C12orf49	ENSG00000111412.5	12	116710171	116738070	35500000	q
1736	C12orf5	ENSG00000078237.5	12	4307763	4360028	35500000	p
1737	C12orf50	ENSG00000165805.8	12	87980035	88034037	35500000	q
1738	C12orf54	ENSG00000177627.8	12	48482498	48496524	35500000	q
1739	C12orf56	ENSG00000185306.11	12	64264762	64390758	35500000	q
1740	C12orf57	ENSG00000111678.9	12	6942978	6946003	35500000	p
1741	C12orf60	ENSG00000182993.3	12	14803666	14906586	35500000	p
1742	C12orf65	ENSG00000130921.6	12	123233385	123258079	35500000	q
1743	C12orf66	ENSG00000174206.11	12	64186316	64222296	35500000	q
1744	C12orf71	ENSG00000214700.5	12	27081057	27082578	35500000	p
1745	C12orf73	ENSG00000204954.8	12	103940763	103965708	35500000	q
1746	C12orf75	ENSG00000235162.7	12	105235290	105396097	35500000	q
1747	C12orf76	ENSG00000174456.12	12	110027028	110073634	35500000	q
1748	C12orf79	ENSG00000257242.5	12	91984976	92142914	35500000	q
1749	C14orf1	ENSG00000133935.6	14	75649791	75660876	17200000	q
1750	C14orf105	ENSG00000100557.8	14	57469300	57493867	17200000	q
1751	C14orf119	ENSG00000179933.5	14	23095505	23100456	17200000	q
1752	C14orf142	ENSG00000170270.4	14	93202894	93207065	17200000	q
1753	C14orf159	ENSG00000133943.19	14	91060333	91225632	17200000	q
1754	C14orf166	ENSG00000087302.7	14	51989514	52010694	17200000	q
1755	C14orf169	ENSG00000170468.7	14	73490933	73493394	17200000	q
1756	C14orf177	ENSG00000176605.6	14	98711613	98717761	17200000	q
1757	C14orf178	ENSG00000197734.7	14	77760834	77769742	17200000	q
1758	C14orf180	ENSG00000184601.9	14	104579764	104590515	17200000	q
1759	C14orf2	ENSG00000156411.8	14	103912288	103928269	17200000	q
1760	C14orf28	ENSG00000179476.6	14	44897275	44907257	17200000	q
1761	C14orf37	ENSG00000139971.14	14	57999735	58298139	17200000	q
1762	C14orf39	ENSG00000179008.7	14	60396469	60515543	17200000	q
1763	C14orf79	ENSG00000140104.12	14	104985775	105010482	17200000	q
1764	C14orf80	ENSG00000185347.16	14	105489855	105499575	17200000	q
1765	C14orf93	ENSG00000100802.13	14	22985894	23010166	17200000	q
1766	C15orf26	ENSG00000156206.12	15	81007033	81149179	19000000	q
1767	C15orf27	ENSG00000169758.11	15	76059958	76229121	19000000	q
1768	C15orf38-AP3S2	ENSG00000250021.6	15	89834308	89912882	19000000	q
1769	C15orf39	ENSG00000167173.17	15	75195643	75212169	19000000	q
1770	C15orf40	ENSG00000169609.12	15	82988441	83011641	19000000	q
1771	C15orf41	ENSG00000186073.10	15	36579626	36810248	19000000	q
1772	C15orf43	ENSG00000167014.9	15	44956687	44979229	19000000	q
1773	C15orf48	ENSG00000166920.9	15	45430579	45448761	19000000	q
1774	C15orf52	ENSG00000188549.11	15	40331452	40340967	19000000	q
1775	C15orf53	ENSG00000175779.1	15	38628005	39180499	19000000	q
1776	C15orf57	ENSG00000128891.14	15	40528683	40565057	19000000	q
1777	C15orf59	ENSG00000205363.5	15	73735458	73753351	19000000	q
1778	C15orf61	ENSG00000189227.5	15	67521131	67530146	19000000	q
1779	C15orf62	ENSG00000188277.9	15	40769980	40772449	19000000	q
1780	C15orf65	ENSG00000261652.2	15	55408495	55418798	19000000	q
1781	C16orf13	ENSG00000130731.14	16	634427	636366	36800000	p
1782	C16orf45	ENSG00000166780.9	16	15434475	15625028	36800000	p
1783	C16orf46	ENSG00000166455.12	16	81053497	81077267	36800000	q
1784	C16orf52	ENSG00000185716.10	16	22007638	22087534	36800000	p
1785	C16orf54	ENSG00000185905.3	16	29742463	29745990	36800000	p
1786	C16orf58	ENSG00000140688.15	16	31489471	31509309	36800000	p
1787	C16orf59	ENSG00000162062.13	16	2460086	2464963	36800000	p
1788	C16orf62	ENSG00000103544.13	16	19555240	19706793	36800000	p
1789	C16orf70	ENSG00000125149.10	16	67109941	67148544	36800000	q
1790	C16orf71	ENSG00000166246.12	16	4734344	4749396	36800000	p
1791	C16orf72	ENSG00000182831.10	16	9091644	9121635	36800000	p
1792	C16orf74	ENSG00000154102.9	16	85690084	85751129	36800000	q
1793	C16orf78	ENSG00000166152.3	16	49373804	49399431	36800000	q
1794	C16orf86	ENSG00000159761.13	16	67666814	67668757	36800000	q
1795	C16orf87	ENSG00000155330.8	16	46796603	46831180	36800000	q
1796	C16orf89	ENSG00000153446.14	16	5044122	5066110	36800000	p
1797	C16orf90	ENSG00000215131.9	16	3493484	3495489	36800000	p
1798	C16orf91	ENSG00000174109.4	16	1419752	1420756	36800000	p
1799	C16orf92	ENSG00000167194.6	16	30023198	30027736	36800000	p
1800	C16orf93	ENSG00000196118.10	16	30757423	30762221	36800000	p
1801	C16orf95	ENSG00000260456.5	16	87083562	87317420	36800000	q
1802	C16orf96	ENSG00000205832.7	16	4556340	4600758	36800000	p
1803	C17orf100	ENSG00000256806.3	17	6651762	6693202	25100000	p
1804	C17orf104	ENSG00000180336.16	17	44656404	44690308	25100000	q
1805	C17orf105	ENSG00000231256.6	17	43780435	43787620	25100000	q
1806	C17orf107	ENSG00000205710.3	17	4899418	4902934	25100000	p
1807	C17orf49	ENSG00000258315.4	17	7014495	7017525	25100000	p
1808	C17orf50	ENSG00000270806.1	17	35760887	35765079	25100000	q
1809	C17orf51	ENSG00000212719.9	17	21428263	21574517	25100000	p
1810	C17orf53	ENSG00000125319.13	17	44141906	44162476	25100000	q
1811	C17orf58	ENSG00000186665.8	17	67991099	67996469	25100000	q
1812	C17orf59	ENSG00000196544.7	17	8188345	8190180	25100000	p
1813	C17orf61-PLSCR3	ENSG00000262481.4	17	7389734	7404097	25100000	p
1814	C17orf62	ENSG00000178927.15	17	82442586	82450829	25100000	q
1815	C17orf64	ENSG00000141371.11	17	60392429	60431426	25100000	q
1816	C17orf67	ENSG00000214226.7	17	56791913	56838773	25100000	q
1817	C17orf70	ENSG00000185504.15	17	81539885	81553961	25100000	q
1818	C17orf74	ENSG00000184560.6	17	7425616	7427568	25100000	p
1819	C17orf75	ENSG00000108666.8	17	32324565	32350023	25100000	q
1820	C17orf78	ENSG00000278505.3	17	37375985	37392708	25100000	q
1821	C17orf80	ENSG00000141219.14	17	73232233	73248959	25100000	q
1822	C17orf85	ENSG00000074356.15	17	3802158	3846246	25100000	p
1823	C17orf89	ENSG00000224877.3	17	81239305	81241310	25100000	q
1824	C17orf96	ENSG00000273604.1	17	38671703	38674957	25100000	q
1825	C17orf97	ENSG00000187624.8	17	410325	431062	25100000	p
1826	C17orf98	ENSG00000275489.1	17	38835086	38841438	25100000	q
1827	C17orf99	ENSG00000187997.10	17	78146353	78166177	25100000	q
1828	C18orf21	ENSG00000141428.15	18	35972625	35979286	18500000	q
1829	C18orf25	ENSG00000152242.9	18	46173553	46266992	18500000	q
1830	C18orf32	ENSG00000177576.9	18	49477243	49487252	18500000	q
1831	C18orf42	ENSG00000231824.3	18	5142911	5197503	18500000	p
1832	C18orf54	ENSG00000166845.12	18	54357906	54385218	18500000	q
1833	C18orf63	ENSG00000206043.6	18	74315839	74359189	18500000	q
1834	C18orf65	ENSG00000275763.2	18	76495521	76498088	18500000	q
1835	C18orf8	ENSG00000141452.8	18	23503470	23531822	18500000	q
1836	C19orf12	ENSG00000131943.16	19	29698937	29715789	26200000	q
1837	C19orf18	ENSG00000177025.3	19	57958437	57974534	26200000	q
1838	C19orf24	ENSG00000228300.12	19	1275530	1279244	26200000	p
1839	C19orf25	ENSG00000119559.14	19	1461143	1479219	26200000	p
1840	C19orf26	ENSG00000099625.11	19	1228287	1238027	26200000	p
1841	C19orf33	ENSG00000167644.10	19	38304164	38305006	26200000	q
1842	C19orf35	ENSG00000188305.5	19	2274631	2282175	26200000	p
1843	C19orf38	ENSG00000214212.7	19	10836575	10869790	26200000	p
1844	C19orf40	ENSG00000131944.8	19	32972209	32978229	26200000	q
1845	C19orf43	ENSG00000123144.9	19	12730640	12734684	26200000	p
1846	C19orf44	ENSG00000105072.7	19	16496394	16521352	26200000	p
1847	C19orf45	ENSG00000198723.9	19	7492976	7508450	26200000	p
1848	C19orf47	ENSG00000160392.12	19	40319536	40348527	26200000	q
1849	C19orf48	ENSG00000167747.12	19	50797704	50804929	26200000	q
1850	C19orf52	ENSG00000142444.6	19	10928811	10933535	26200000	p
1851	C19orf53	ENSG00000104979.7	19	13774456	13778773	26200000	p
1852	C19orf54	ENSG00000188493.13	19	40740856	40751553	26200000	q
1853	C19orf57	ENSG00000132016.10	19	13882348	13906452	26200000	p
1854	C19orf60	ENSG00000006015.16	19	18588685	18592337	26200000	p
1855	C19orf66	ENSG00000130813.16	19	10086122	10093252	26200000	p
1856	C19orf67	ENSG00000188032.8	19	14081624	14085875	26200000	p
1857	C19orf68	ENSG00000185453.11	19	48170680	48197620	26200000	q
1858	C19orf70	ENSG00000174917.7	19	5678421	5680516	26200000	p
1859	C19orf71	ENSG00000183397.5	19	3539171	3544030	26200000	p
1860	C19orf73	ENSG00000221916.3	19	49118402	49119143	26200000	q
1861	C19orf80	ENSG00000130173.12	19	11237450	11241943	26200000	p
1862	C19orf81	ENSG00000235034.5	19	50649445	50659310	26200000	q
1863	C19orf83	ENSG00000267757.3	19	45641494	45642840	26200000	q
1864	C19orf84	ENSG00000262874.1	19	51388289	51390591	26200000	q
1865	C1D	ENSG00000197223.10	2	68041130	68110948	93900000	p
1866	C1GALT1	ENSG00000106392.9	7	7156934	7248616	60100000	p
1867	C1QA	ENSG00000173372.15	1	22636628	22639678	123400000	p
1868	C1QB	ENSG00000173369.14	1	22652762	22661637	123400000	p
1869	C1QBP	ENSG00000108561.7	17	5432777	5448830	25100000	p
1870	C1QC	ENSG00000159189.10	1	22643633	22648110	123400000	p
1871	C1QL1	ENSG00000131094.3	17	44959693	44968303	25100000	q
1872	C1QL2	ENSG00000144119.3	2	119156243	119158751	93900000	q
1873	C1QL3	ENSG00000165985.9	10	16513734	16521879	39800000	p
1874	C1QL4	ENSG00000186897.4	12	49332409	49337188	35500000	q
1875	C1QTNF1	ENSG00000173918.13	17	79022814	79049788	25100000	q
1876	C1QTNF2	ENSG00000145861.7	5	160347754	160370641	48800000	q
1877	C1QTNF3	ENSG00000082196.19	5	34017858	34043213	48800000	p
1878	C1QTNF3-AMACR	ENSG00000273294.1	5	33987174	34124528	48800000	p
1879	C1QTNF4	ENSG00000172247.3	11	47589667	47594411	53400000	p
1880	C1QTNF5	ENSG00000223953.4	11	119338942	119340940	53400000	q
1881	C1QTNF6	ENSG00000133466.12	22	37180166	37199385	15000000	q
1882	C1QTNF7	ENSG00000163145.11	4	15339818	15446167	50000000	p
1883	C1QTNF8	ENSG00000184471.7	16	1088226	1096244	36800000	p
1884	C1QTNF9	ENSG00000240654.5	13	24307166	24322535	17700000	q
1885	C1QTNF9B	ENSG00000205863.8	13	23891099	23897502	17700000	q
1886	C1QTNF9B-AS1	ENSG00000205861.10	13	23888842	23897263	17700000	q
1887	C1R	ENSG00000159403.14	12	7080214	7092540	35500000	p
1888	C1RL	ENSG00000139178.9	12	7089587	7109238	35500000	p
1889	C1S	ENSG00000182326.13	12	6988259	7071032	35500000	p
1890	C1orf100	ENSG00000173728.9	1	244352635	244389663	123400000	q
1891	C1orf101	ENSG00000179397.16	1	244454377	244641177	123400000	q
1892	C1orf105	ENSG00000180999.9	1	172420685	172468831	123400000	q
1893	C1orf106	ENSG00000163362.9	1	200891048	200915742	123400000	q
1894	C1orf109	ENSG00000116922.13	1	37681570	37692249	123400000	p
1895	C1orf110	ENSG00000185860.12	1	162824458	162868815	123400000	q
1896	C1orf111	ENSG00000171722.10	1	162373203	162376854	123400000	q
1897	C1orf112	ENSG00000000460.15	1	169662007	169854080	123400000	q
1898	C1orf115	ENSG00000162817.6	1	220690363	220699153	123400000	q
1899	C1orf116	ENSG00000182795.12	1	207018522	207032756	123400000	q
1900	C1orf122	ENSG00000197982.13	1	37806979	37809454	123400000	p
1901	C1orf123	ENSG00000162384.12	1	53214099	53220634	123400000	p
1902	C1orf127	ENSG00000175262.13	1	10946471	10982037	123400000	p
1903	C1orf131	ENSG00000143633.11	1	231223763	231241187	123400000	q
1904	C1orf137	ENSG00000203864.2	1	116694112	116706603	123400000	p
1905	C1orf141	ENSG00000203963.10	1	67092165	67231853	123400000	p
1906	C1orf145	ENSG00000162913.9	1	228203503	228213664	123400000	q
1907	C1orf146	ENSG00000203910.7	1	92217915	92245813	123400000	p
1908	C1orf158	ENSG00000157330.8	1	12746200	12763699	123400000	p
1909	C1orf159	ENSG00000131591.16	1	1081818	1116361	123400000	p
1910	C1orf162	ENSG00000143110.10	1	111473792	111478512	123400000	p
1911	C1orf167	ENSG00000215910.6	1	11761787	11789585	123400000	p
1912	C1orf168	ENSG00000187889.11	1	56718789	56819696	123400000	p
1913	C1orf174	ENSG00000198912.9	1	3889125	3900293	123400000	p
1914	C1orf177	ENSG00000162398.10	1	54806063	54842252	123400000	p
1915	C1orf185	ENSG00000204006.7	1	51102221	51148086	123400000	p
1916	C1orf186	ENSG00000263961.5	1	206053173	206102449	123400000	q
1917	C1orf189	ENSG00000163263.6	1	154199085	154206333	123400000	q
1918	C1orf194	ENSG00000179902.11	1	109105951	109113857	123400000	p
1919	C1orf195	ENSG00000204464.6	1	15164344	15171317	123400000	p
1920	C1orf198	ENSG00000119280.15	1	230837119	230869589	123400000	q
1921	C1orf204	ENSG00000188004.8	1	159834480	159855071	123400000	q
1922	C1orf21	ENSG00000116667.11	1	184387029	184629019	123400000	q
1923	C1orf210	ENSG00000253313.4	1	43281877	43285617	123400000	p
1924	C1orf216	ENSG00000142686.7	1	35713877	35718894	123400000	p
1925	C1orf226	ENSG00000239887.4	1	162378841	162386812	123400000	q
1926	C1orf228	ENSG00000198520.9	1	44674692	44725591	123400000	p
1927	C1orf233	ENSG00000228594.3	1	1598012	1600135	123400000	p
1928	C1orf234	ENSG00000227868.5	1	23010834	23015852	123400000	p
1929	C1orf27	ENSG00000157181.13	1	186375838	186421378	123400000	q
1930	C1orf35	ENSG00000143793.11	1	228100726	228105411	123400000	q
1931	C1orf43	ENSG00000143612.17	1	154206696	154220637	123400000	q
1932	C1orf50	ENSG00000164008.12	1	42767249	42779491	123400000	p
1933	C1orf52	ENSG00000162642.12	1	85249953	85259672	123400000	p
1934	C1orf53	ENSG00000203724.9	1	197902630	197907367	123400000	q
1935	C1orf54	ENSG00000118292.7	1	150268200	150280916	123400000	q
1936	C1orf56	ENSG00000143443.9	1	151047751	151051986	123400000	q
1937	C1orf61	ENSG00000125462.15	1	156404250	156456763	123400000	q
1938	C1orf64	ENSG00000183888.4	1	16004236	16008807	123400000	p
1939	C1orf68	ENSG00000198854.5	1	152719522	152720470	123400000	q
1940	C1orf74	ENSG00000162757.4	1	209779208	209784559	123400000	q
1941	C1orf86	ENSG00000162585.15	1	2184461	2212720	123400000	p
1942	C1orf87	ENSG00000162598.12	1	59987269	60073770	123400000	p
1943	C1orf94	ENSG00000142698.13	1	34166883	34219131	123400000	p
1944	C1orf95	ENSG00000203685.8	1	226548764	226609230	123400000	q
1945	C2	ENSG00000166278.13	6	31897785	31945672	59800000	p
1946	C20orf141	ENSG00000258713.2	20	2814987	2815833	28100000	p
1947	C20orf144	ENSG00000149609.5	20	33662327	33665619	28100000	q
1948	C20orf173	ENSG00000125975.12	20	35523186	35529652	28100000	q
1949	C20orf194	ENSG00000088854.12	20	3249306	3407669	28100000	p
1950	C20orf195	ENSG00000125531.6	20	63547891	63556695	28100000	q
1951	C20orf196	ENSG00000171984.13	20	5750393	5864395	28100000	p
1952	C20orf202	ENSG00000215595.1	20	1203454	1208279	28100000	p
1953	C20orf24	ENSG00000101084.15	20	36605779	36612557	28100000	q
1954	C20orf27	ENSG00000101220.16	20	3753508	3767781	28100000	p
1955	C20orf62	ENSG00000168746.7	20	44436172	44465349	28100000	q
1956	C20orf85	ENSG00000124237.5	20	58150902	58161150	28100000	q
1957	C20orf96	ENSG00000196476.10	20	270863	290778	28100000	p
1958	C21orf140	ENSG00000222018.1	21	34400112	34401072	12000000	q
1959	C21orf2	ENSG00000160226.14	21	44328944	44339402	12000000	q
1960	C21orf33	ENSG00000160221.15	21	44133610	44210114	12000000	q
1961	C21orf58	ENSG00000160298.16	21	46300181	46323875	12000000	q
1962	C21orf59	ENSG00000159079.17	21	32592079	32612603	12000000	q
1963	C21orf62	ENSG00000205929.8	21	32790673	32813743	12000000	q
1964	C21orf91	ENSG00000154642.9	21	17788974	17819386	12000000	q
1965	C22orf15	ENSG00000169314.13	22	23762990	23765863	15000000	q
1966	C22orf23	ENSG00000128346.9	22	37943050	37953669	15000000	q
1967	C22orf29	ENSG00000215012.7	22	19846138	19854896	15000000	q
1968	C22orf31	ENSG00000100249.4	22	29058672	29061831	15000000	q
1969	C22orf39	ENSG00000242259.7	22	19351368	19447711	15000000	q
1970	C22orf42	ENSG00000205856.3	22	32149006	32159322	15000000	q
1971	C22orf46	ENSG00000184208.10	22	41688877	41698136	15000000	q
1972	C2CD2	ENSG00000157617.15	21	41885112	41954018	12000000	q
1973	C2CD2L	ENSG00000172375.11	11	119102198	119118544	53400000	q
1974	C2CD3	ENSG00000168014.15	11	74012718	74171210	53400000	q
1975	C2CD4A	ENSG00000198535.5	15	62066977	62070917	19000000	q
1976	C2CD4B	ENSG00000205502.3	15	62163535	62165285	19000000	q
1977	C2CD4C	ENSG00000183186.6	19	405445	409147	26200000	p
1978	C2CD4D	ENSG00000225556.1	1	151837819	151840557	123400000	q
1979	C2CD5	ENSG00000111731.11	12	22448583	22544546	35500000	p
1980	C2orf15	ENSG00000241962.8	2	99141485	99322741	93900000	q
1981	C2orf15	ENSG00000273045.4	2	99141707	99151669	93900000	q
1982	C2orf16	ENSG00000221843.3	2	27537386	27582721	93900000	p
1983	C2orf40	ENSG00000119147.8	2	106063246	106078155	93900000	q
1984	C2orf42	ENSG00000115998.6	2	70149885	70248615	93900000	p
1985	C2orf43	ENSG00000118961.13	2	20684014	20823130	93900000	p
1986	C2orf44	ENSG00000163026.10	2	24029347	24049575	93900000	p
1987	C2orf47	ENSG00000162972.9	2	199955317	200008540	93900000	q
1988	C2orf49	ENSG00000135974.8	2	105337532	105349211	93900000	q
1989	C2orf50	ENSG00000150873.10	2	11133128	11151317	93900000	p
1990	C2orf54	ENSG00000172478.16	2	240886048	240896889	93900000	q
1991	C2orf57	ENSG00000177673.3	2	231592864	231594276	93900000	q
1992	C2orf61	ENSG00000239605.7	2	47045538	47155308	93900000	p
1993	C2orf66	ENSG00000187944.2	2	196804417	196809355	93900000	q
1994	C2orf68	ENSG00000168887.9	2	85605254	85612066	93900000	p
1995	C2orf69	ENSG00000178074.5	2	199911293	199955935	93900000	q
1996	C2orf70	ENSG00000173557.13	2	26562585	26579532	93900000	p
1997	C2orf71	ENSG00000179270.6	2	29060976	29074523	93900000	p
1998	C2orf72	ENSG00000204128.5	2	231037523	231049719	93900000	q
1999	C2orf73	ENSG00000177994.14	2	54330034	54383742	93900000	p
2000	C2orf74	ENSG00000237651.5	2	61145068	61164828	93900000	p
2001	C2orf76	ENSG00000186132.13	2	119302225	119366834	93900000	q
2002	C2orf78	ENSG00000187833.7	2	73784189	73817147	93900000	p
2003	C2orf80	ENSG00000188674.9	2	208165343	208190030	93900000	q
2004	C2orf81	ENSG00000159239.10	2	74393836	74421662	93900000	p
2005	C2orf82	ENSG00000182600.8	2	232857270	232878708	93900000	q
2006	C2orf83	ENSG00000042304.9	2	227610090	227648606	93900000	q
2007	C2orf88	ENSG00000187699.9	2	189879609	190203484	93900000	q
2008	C2orf91	ENSG00000205086.6	2	41935368	41956806	93900000	p
2009	C3	ENSG00000125730.15	19	6677704	6730562	26200000	p
2010	C3AR1	ENSG00000171860.4	12	8056844	8066359	35500000	p
2011	C3orf14	ENSG00000114405.9	3	62319015	62336213	90900000	p
2012	C3orf17	ENSG00000163608.13	3	113002444	113019861	90900000	q
2013	C3orf18	ENSG00000088543.13	3	50558025	50571027	90900000	p
2014	C3orf20	ENSG00000131379.8	3	14675141	14773036	90900000	p
2015	C3orf22	ENSG00000180697.7	3	126526999	126558965	90900000	q
2016	C3orf30	ENSG00000163424.7	3	119146151	119160042	90900000	q
2017	C3orf33	ENSG00000174928.14	3	155762617	155806278	90900000	q
2018	C3orf38	ENSG00000179021.8	3	88149959	88168729	90900000	p
2019	C3orf49	ENSG00000163632.11	3	63819299	63848636	90900000	p
2020	C3orf52	ENSG00000114529.11	3	112086335	112131004	90900000	q
2021	C3orf56	ENSG00000214324.4	3	127193131	127198185	90900000	q
2022	C3orf58	ENSG00000181744.7	3	143971823	144048719	90900000	q
2023	C3orf62	ENSG00000188315.6	3	49268596	49277232	90900000	p
2024	C3orf67	ENSG00000163689.17	3	58717365	59050084	90900000	p
2025	C3orf70	ENSG00000187068.2	3	185076838	185153060	90900000	q
2026	C3orf80	ENSG00000180044.4	3	160225422	160228213	90900000	q
2027	C3orf84	ENSG00000236980.8	3	49177634	49191858	90900000	p
2028	C4A	ENSG00000244731.6	6	31982057	32002681	59800000	p
2029	C4B	ENSG00000224389.7	6	32014795	32035418	59800000	p
2030	C4BPA	ENSG00000123838.9	1	207104233	207144972	123400000	q
2031	C4BPB	ENSG00000123843.11	1	207088860	207099993	123400000	q
2032	C4orf17	ENSG00000138813.8	4	99511012	99542303	50000000	q
2033	C4orf19	ENSG00000154274.13	4	37453925	37623495	50000000	p
2034	C4orf22	ENSG00000197826.10	4	80335730	80963750	50000000	q
2035	C4orf26	ENSG00000174792.9	4	75556048	75565871	50000000	q
2036	C4orf27	ENSG00000056050.6	4	169729470	169757944	50000000	q
2037	C4orf29	ENSG00000164074.13	4	127965306	128039953	50000000	q
2038	C4orf3	ENSG00000164096.12	4	119296419	119304445	50000000	q
2039	C4orf32	ENSG00000174749.5	4	112145454	112195256	50000000	q
2040	C4orf33	ENSG00000151470.11	4	129093317	129116640	50000000	q
2041	C4orf36	ENSG00000163633.9	4	86876205	86892422	50000000	q
2042	C4orf45	ENSG00000164123.6	4	158893134	159038760	50000000	q
2043	C4orf46	ENSG00000205208.4	4	158666675	158672255	50000000	q
2044	C4orf47	ENSG00000205129.7	4	185426249	185449826	50000000	q
2045	C4orf48	ENSG00000243449.5	4	2041995	2043964	50000000	p
2046	C4orf50	ENSG00000181215.11	4	5897373	6200555	50000000	p
2047	C4orf51	ENSG00000237136.5	4	145680146	145771032	50000000	q
2048	C5	ENSG00000106804.7	9	120952335	121050275	43000000	q
2049	C5AR1	ENSG00000197405.6	19	47290023	47322066	26200000	q
2050	C5AR2	ENSG00000134830.5	19	47332175	47347329	26200000	q
2051	C5orf15	ENSG00000113583.7	5	133955510	133968674	48800000	q
2052	C5orf22	ENSG00000082213.16	5	31532287	31555053	48800000	p
2053	C5orf24	ENSG00000181904.8	5	134845680	134859735	48800000	q
2054	C5orf28	ENSG00000151881.13	5	43444252	43483893	48800000	p
2055	C5orf30	ENSG00000181751.8	5	103258763	103278660	48800000	q
2056	C5orf34	ENSG00000172244.7	5	43486709	43515148	48800000	p
2057	C5orf38	ENSG00000186493.10	5	2752131	2755397	48800000	p
2058	C5orf42	ENSG00000197603.12	5	37106228	37249376	48800000	p
2059	C5orf45	ENSG00000161010.13	5	179835133	179862173	48800000	q
